"Name","Live Bytes","Live Objects"
"net.bytebuddy.dynamic.DynamicType$Default$Dispatcher$ForJava7CapableVm","24 B (0%)","1 (0%)"
"net.bytebuddy.implementation.SuperMethodCall$Appender$TerminationHandler$1","24 B (0%)","1 (0%)"
"net.bytebuddy.implementation.bytecode.constant.DoubleConstant[]","24 B (0%)","1 (0%)"
"net.bytebuddy.implementation.SuperMethodCall$Appender$TerminationHandler$2","24 B (0%)","1 (0%)"
"org.springframework.boot.web.servlet.context.WebApplicationContextServletContextAwareProcessor","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.servlet.error.ErrorMvcAutoConfiguration$DefaultErrorViewResolverConfiguration","24 B (0%)","1 (0%)"
"org.apache.naming.StringManager","24 B (0%)","1 (0%)"
"org.springframework.data.jpa.repository.query.JpaQueryMethod$$Lambda$907.0x000000080113e458","24 B (0%)","1 (0%)"
"net.bytebuddy.implementation.bytecode.assign.reference.ReferenceTypeAwareAssigner","24 B (0%)","1 (0%)"
"net.bytebuddy.implementation.bind.annotation.Argument$Binder","24 B (0%)","1 (0%)"
"net.bytebuddy.dynamic.scaffold.MethodGraph$Compiler$Default","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.servlet.WebMvcProperties$Servlet","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.task.TaskExecutionProperties$Shutdown","24 B (0%)","1 (0%)"
"org.thymeleaf.extras.java8time.dialect.Java8TimeDialect","24 B (0%)","1 (0%)"
"org.apache.catalina.webresources.TomcatURLStreamHandlerFactory","24 B (0%)","1 (0%)"
"org.hibernate.hql.internal.HolderInstantiator","24 B (0%)","1 (0%)"
"org.springframework.data.repository.query.parser.PartTree","24 B (0%)","1 (0%)"
"org.springframework.core.env.SystemEnvironmentPropertySource","24 B (0%)","1 (0%)"
"org.hibernate.boot.spi.XmlMappingBinderAccess","24 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.java.CalendarTypeDescriptor","24 B (0%)","1 (0%)"
"org.springframework.beans.propertyeditors.CharsetEditor","24 B (0%)","1 (0%)"
"org.hibernate.sql.Alias","24 B (0%)","1 (0%)"
"java.net.Proxy","24 B (0%)","1 (0%)"
"org.springframework.boot.SpringApplicationBannerPrinter$PrintedBanner","24 B (0%)","1 (0%)"
"org.springframework.boot.web.server.ErrorPage","24 B (0%)","1 (0%)"
"net.bytebuddy.implementation.bytecode.StackManipulation$Trivial[]","24 B (0%)","1 (0%)"
"org.springframework.boot.context.properties.bind.DataObjectBinder[]","24 B (0%)","1 (0%)"
"net.bytebuddy.description.method.ParameterList$ForLoadedExecutable$Dispatcher$CreationAction","24 B (0%)","1 (0%)"
"sun.security.provider.NativeSeedGenerator","24 B (0%)","1 (0%)"
"net.bytebuddy.implementation.bind.annotation.TargetMethodAnnotationDrivenBinder$Record","24 B (0%)","1 (0%)"
"net.bytebuddy.description.type.TypeDescription$Generic$AnnotationReader$Dispatcher$CreationAction[]","24 B (0%)","1 (0%)"
"org.h2.mvstore.MVStore$TxCounter","24 B (0%)","1 (0%)"
"net.bytebuddy.implementation.bind.annotation.Super$Binder","24 B (0%)","1 (0%)"
"org.springframework.aop.framework.autoproxy.AbstractAdvisorAutoProxyCreator$BeanFactoryAdvisorRetrievalHelperAdapter","24 B (0%)","1 (0%)"
"org.springframework.web.servlet.support.SessionFlashMapManager","24 B (0%)","1 (0%)"
"net.bytebuddy.dynamic.DynamicType$Default$Dispatcher$CreationAction","24 B (0%)","1 (0%)"
"org.thymeleaf.templateparser.markup.XMLTemplateParser","24 B (0%)","1 (0%)"
"org.apache.catalina.core.ApplicationContextFacade","24 B (0%)","1 (0%)"
"org.springframework.boot.logging.AbstractLoggingSystem$LogLevels","24 B (0%)","1 (0%)"
"net.bytebuddy.description.annotation.AnnotationList$ForLoadedAnnotations","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.condition.ConditionMessage$Style[]","24 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.java.TimeZoneTypeDescriptor","24 B (0%)","1 (0%)"
"org.hibernate.event.spi.PostUpdateEventListener[]","24 B (0%)","1 (0%)"
"org.hibernate.query.criteria.internal.compile.ExplicitParameterInfo","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.ResourceProperties$Strategy","24 B (0%)","1 (0%)"
"org.springframework.data.mapping.model.PreferredConstructorDiscoverer$Discoverers$2","24 B (0%)","1 (0%)"
"org.springframework.core.annotation.IntrospectionFailureLogger$1","24 B (0%)","1 (0%)"
"org.springframework.data.mapping.model.PreferredConstructorDiscoverer$Discoverers$1","24 B (0%)","1 (0%)"
"org.springframework.core.annotation.IntrospectionFailureLogger$2","24 B (0%)","1 (0%)"
"org.hibernate.event.spi.ReplicateEventListener[]","24 B (0%)","1 (0%)"
"com.sun.org.apache.xerces.internal.jaxp.SAXParserFactoryImpl","24 B (0%)","1 (0%)"
"net.bytebuddy.dynamic.scaffold.InstrumentedType$Factory$Default[]","24 B (0%)","1 (0%)"
"net.bytebuddy.implementation.attribute.FieldAttributeAppender$ForInstrumentedField[]","24 B (0%)","1 (0%)"
"org.springframework.beans.propertyeditors.ByteArrayPropertyEditor","24 B (0%)","1 (0%)"
"net.bytebuddy.NamingStrategy$SuffixingRandom$BaseNameResolver$ForUnnamedType","24 B (0%)","1 (0%)"
"org.hibernate.event.spi.PreLoadEventListener[]","24 B (0%)","1 (0%)"
"org.hibernate.hql.internal.ast.NamedParameterInformationImpl","24 B (0%)","1 (0%)"
"ch.qos.logback.classic.util.ContextSelectorStaticBinder","24 B (0%)","1 (0%)"
"org.springframework.boot.context.properties.bind.PropertySourcesPlaceholdersResolver","24 B (0%)","1 (0%)"
"org.hibernate.internal.SessionFactoryImpl$1IntegratorObserver","24 B (0%)","1 (0%)"
"org.hibernate.resource.beans.internal.ManagedBeanRegistryImpl","24 B (0%)","1 (0%)"
"net.bytebuddy.dynamic.scaffold.TypeWriter$Default$ClassDumpAction$Dispatcher$Disabled","24 B (0%)","1 (0%)"
"net.bytebuddy.implementation.bind.annotation.SuperMethod$Binder","24 B (0%)","1 (0%)"
"org.springframework.boot.context.properties.PropertyMapper","24 B (0%)","1 (0%)"
"org.hibernate.event.spi.LoadEventListener[]","24 B (0%)","1 (0%)"
"com.fasterxml.jackson.module.paramnames.ParameterNamesAnnotationIntrospector","24 B (0%)","1 (0%)"
"org.springframework.boot.type.classreading.ConcurrentReferenceCachingMetadataReaderFactory","24 B (0%)","1 (0%)"
"org.springframework.web.method.annotation.AbstractNamedValueMethodArgumentResolver$NamedValueInfo","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.info.ProjectInfoProperties$Build","24 B (0%)","1 (0%)"
"net.bytebuddy.pool.TypePool$Empty[]","24 B (0%)","1 (0%)"
"org.springframework.data.jpa.repository.query.JpaQueryFactory","24 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.java.JdbcTimeTypeDescriptor","24 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.java.StringTypeDescriptor","24 B (0%)","1 (0%)"
"org.hibernate.query.criteria.internal.predicate.ComparisonPredicate$ComparisonOperator$6","24 B (0%)","1 (0%)"
"org.hibernate.query.criteria.internal.predicate.ComparisonPredicate$ComparisonOperator$5","24 B (0%)","1 (0%)"
"org.hibernate.query.criteria.internal.predicate.ComparisonPredicate$ComparisonOperator$4","24 B (0%)","1 (0%)"
"org.thymeleaf.standard.expression.Each","24 B (0%)","1 (0%)"
"org.hibernate.query.criteria.internal.predicate.ComparisonPredicate$ComparisonOperator$3","24 B (0%)","1 (0%)"
"org.hibernate.query.criteria.internal.predicate.ComparisonPredicate$ComparisonOperator$2","24 B (0%)","1 (0%)"
"org.hibernate.query.criteria.internal.predicate.ComparisonPredicate$ComparisonOperator$1","24 B (0%)","1 (0%)"
"sun.util.cldr.CLDRCalendarDataProviderImpl","24 B (0%)","1 (0%)"
"org.springframework.data.jpa.repository.query.JpaResultConverters$BlobToByteArrayConverter[]","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.task.TaskSchedulingProperties","24 B (0%)","1 (0%)"
"org.springframework.context.annotation.ConfigurationCondition$ConfigurationPhase[]","24 B (0%)","1 (0%)"
"org.springframework.boot.diagnostics.FailureAnalyzers","24 B (0%)","1 (0%)"
"org.springframework.data.repository.util.QueryExecutionConverters$Jdk8OptionalUnwrapper","24 B (0%)","1 (0%)"
"java.util.PropertyPermissionCollection","24 B (0%)","1 (0%)"
"org.hibernate.property.access.internal.PropertyAccessStrategyResolverStandardImpl","24 B (0%)","1 (0%)"
"net.bytebuddy.implementation.bytecode.constant.NullConstant[]","24 B (0%)","1 (0%)"
"org.springframework.jdbc.core.namedparam.NamedParameterJdbcTemplate","24 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.java.CharacterArrayTypeDescriptor","24 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.java.OffsetTimeJavaDescriptor","24 B (0%)","1 (0%)"
"net.bytebuddy.description.method.ParameterList$ForLoadedExecutable$Dispatcher$CreationAction[]","24 B (0%)","1 (0%)"
"org.thymeleaf.templateparser.raw.RawParser$BufferPool","24 B (0%)","1 (0%)"
"org.springframework.data.repository.support.Repositories","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.orm.jpa.DataSourceInitializedPublisher$DataSourceSchemaCreatedPublisher","24 B (0%)","1 (0%)"
"javax.persistence.spi.PersistenceUnitTransactionType[]","24 B (0%)","1 (0%)"
"java.sql.Date","24 B (0%)","1 (0%)"
"org.slf4j.helpers.SubstituteLoggerFactory","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.ResourceProperties$Content","24 B (0%)","1 (0%)"
"org.springframework.boot.web.embedded.tomcat.TomcatServletWebServerFactory$StaticResourceConfigurer","24 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.java.LocaleTypeDescriptor","24 B (0%)","1 (0%)"
"net.bytebuddy.implementation.SuperMethodCall","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.condition.FilteringSpringBootCondition$ClassNameFilter$1","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.condition.FilteringSpringBootCondition$ClassNameFilter$2","24 B (0%)","1 (0%)"
"org.springframework.data.repository.query.ReturnedType$ReturnedClass","24 B (0%)","1 (0%)"
"java.util.jar.Manifest[]","24 B (0%)","1 (0%)"
"net.bytebuddy.dynamic.scaffold.TypeValidation[]","24 B (0%)","1 (0%)"
"net.bytebuddy.implementation.SuperMethodCall[]","24 B (0%)","1 (0%)"
"java.lang.invoke.MethodType$ConcurrentWeakInternSet","24 B (0%)","1 (0%)"
"jdk.internal.module.SystemModuleFinders$SystemModuleFinder","24 B (0%)","1 (0%)"
"net.bytebuddy.implementation.FieldAccessor$ForImplicitProperty","24 B (0%)","1 (0%)"
"com.fasterxml.jackson.core.util.MinimalPrettyPrinter","24 B (0%)","1 (0%)"
"org.springframework.boot.env.SystemEnvironmentPropertySourceEnvironmentPostProcessor$OriginAwareSystemEnvironmentPropertySource","24 B (0%)","1 (0%)"
"net.bytebuddy.matcher.MethodSortMatcher$Sort$5","24 B (0%)","1 (0%)"
"org.springframework.core.OrderComparator$$Lambda$474.0x0000000800df3500","24 B (0%)","1 (0%)"
"net.bytebuddy.matcher.MethodSortMatcher$Sort$4","24 B (0%)","1 (0%)"
"net.bytebuddy.matcher.MethodSortMatcher$Sort$3","24 B (0%)","1 (0%)"
"net.bytebuddy.matcher.MethodSortMatcher$Sort$2","24 B (0%)","1 (0%)"
"net.bytebuddy.matcher.MethodSortMatcher$Sort$1","24 B (0%)","1 (0%)"
"com.fasterxml.jackson.databind.AnnotationIntrospector$ReferenceProperty$Type[]","24 B (0%)","1 (0%)"
"org.springframework.data.repository.query.parser.Part","24 B (0%)","1 (0%)"
"ch.qos.logback.core.joran.spi.ConsoleTarget[]","24 B (0%)","1 (0%)"
"org.springframework.web.servlet.mvc.method.annotation.ResponseBodyEmitterReturnValueHandler","24 B (0%)","1 (0%)"
"net.bytebuddy.implementation.bind.MethodDelegationBinder$BindingResolver$Default[]","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.r2dbc.ConnectionFactoryBeanCreationFailureAnalyzer","16 B (0%)","1 (0%)"
"com.fasterxml.jackson.databind.deser.std.StdKeyDeserializers","16 B (0%)","1 (0%)"
"org.hibernate.engine.spi.CascadeStyles$7","16 B (0%)","1 (0%)"
"org.springframework.boot.convert.StringToFileConverter","16 B (0%)","1 (0%)"
"sun.rmi.transport.tcp.TCPChannel$$Lambda$369.0x0000000800d15250","16 B (0%)","1 (0%)"
"org.hibernate.engine.spi.CascadeStyles$6","16 B (0%)","1 (0%)"
"org.hibernate.engine.spi.CascadeStyles$9","16 B (0%)","1 (0%)"
"org.hibernate.engine.spi.CascadeStyles$8","16 B (0%)","1 (0%)"
"org.hibernate.engine.spi.CascadeStyles$3","16 B (0%)","1 (0%)"
"org.hibernate.engine.spi.CascadeStyles$2","16 B (0%)","1 (0%)"
"org.hibernate.engine.spi.CascadeStyles$5","16 B (0%)","1 (0%)"
"org.hibernate.engine.spi.CascadeStyles$4","16 B (0%)","1 (0%)"
"org.hibernate.engine.spi.CascadeStyles$1","16 B (0%)","1 (0%)"
"com.sun.beans.WeakCache","16 B (0%)","1 (0%)"
"org.springframework.web.servlet.handler.WebRequestHandlerInterceptorAdapter","16 B (0%)","1 (0%)"
"com.fasterxml.jackson.datatype.jsr310.deser.key.OffsetTimeKeyDeserializer","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.admin.SpringApplicationAdminJmxAutoConfiguration","16 B (0%)","1 (0%)"
"org.springframework.context.annotation.ConfigurationClassParser$$Lambda$310.0x0000000800cf7228","16 B (0%)","1 (0%)"
"org.springframework.aop.TrueClassFilter","16 B (0%)","1 (0%)"
"java.util.stream.Collectors$$Lambda$581.0x0000000800daf908","16 B (0%)","1 (0%)"
"org.hibernate.event.internal.DefaultReplicateEventListener","16 B (0%)","1 (0%)"
"org.springframework.boot.context.config.DelegatingApplicationContextInitializer","16 B (0%)","1 (0%)"
"org.hibernate.type.internal.TypeConfigurationRegistry","16 B (0%)","1 (0%)"
"org.springframework.data.querydsl.SimpleEntityPathResolver","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.condition.ConditionEvaluationReport$AncestorsMatchedCondition","16 B (0%)","1 (0%)"
"org.apache.catalina.util.CharsetMapper","16 B (0%)","1 (0%)"
"org.springframework.web.servlet.mvc.method.RequestMappingInfoHandlerMethodMappingNamingStrategy","16 B (0%)","1 (0%)"
"org.hibernate.event.internal.DefaultMergeEventListener","16 B (0%)","1 (0%)"
"org.hibernate.tool.schema.internal.StandardSequenceExporter","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.embedded.TomcatWebServerFactoryCustomizer$$Lambda$545.0x0000000800e0d860","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.orm.jpa.HibernateDefaultDdlAutoProvider","16 B (0%)","1 (0%)"
"java.nio.Buffer$1","16 B (0%)","1 (0%)"
"org.hibernate.event.internal.DefaultFlushEventListener","16 B (0%)","1 (0%)"
"org.springframework.web.context.support.WebApplicationContextUtils$ResponseObjectFactory","16 B (0%)","1 (0%)"
"org.springframework.data.web.config.EnableSpringDataWebSupport$SpringDataWebConfigurationImportSelector$$Lambda$355.0x0000000800d3d9a0","16 B (0%)","1 (0%)"
"java.lang.reflect.ReflectAccess","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.embedded.TomcatWebServerFactoryCustomizer$$Lambda$585.0x0000000800e12828","16 B (0%)","1 (0%)"
"org.springframework.data.repository.core.support.RepositoryComposition$$Lambda$858.0x000000080112bc90","16 B (0%)","1 (0%)"
"java.io.ObjectInputStream$$Lambda$376.0x0000000800d17190","16 B (0%)","1 (0%)"
"org.hibernate.event.internal.DefaultPostLoadEventListener","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.servlet.ServletWebServerFactoryAutoConfiguration","16 B (0%)","1 (0%)"
"sun.rmi.runtime.Log$LoggerLogFactory","16 B (0%)","1 (0%)"
"sun.rmi.transport.DGCImpl$$Lambda$101.0x0000000800bc2908","16 B (0%)","1 (0%)"
"org.hibernate.hql.internal.ast.ASTQueryTranslatorFactory","16 B (0%)","1 (0%)"
"com.fasterxml.classmate.members.RawMethod[]","16 B (0%)","1 (0%)"
"org.hibernate.engine.jdbc.connections.internal.ConnectionProviderInitiator","16 B (0%)","1 (0%)"
"java.lang.CharacterDataLatin1","16 B (0%)","1 (0%)"
"java.lang.management.ManagementFactory$PlatformMBeanFinder$$Lambda$24.0x0000000800b5e380","16 B (0%)","1 (0%)"
"org.h2.mvstore.tx.TransactionStore$2","16 B (0%)","1 (0%)"
"org.hibernate.type.TypeFactory$$Lambda$693.0x0000000800fb6df8","16 B (0%)","1 (0%)"
"org.springframework.expression.spel.support.ReflectivePropertyAccessor$$Lambda$981.0x0000000801229bd0","16 B (0%)","1 (0%)"
"java.lang.invoke.MethodHandleImpl$1","16 B (0%)","1 (0%)"
"com.sun.jmx.interceptor.DefaultMBeanServerInterceptor$ResourceContext$1","16 B (0%)","1 (0%)"
"org.h2.store.fs.FilePathMemLZF","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.SharedMetadataReaderFactoryContextInitializer","16 B (0%)","1 (0%)"
"org.hibernate.boot.archive.scan.internal.StandardScanParameters","16 B (0%)","1 (0%)"
"org.apache.catalina.realm.X509SubjectDnRetriever","16 B (0%)","1 (0%)"
"org.springframework.boot.convert.LenientObjectToEnumConverterFactory$LenientToEnumConverter$$Lambda$198.0x0000000800c563c8","16 B (0%)","1 (0%)"
"org.springframework.boot.convert.DurationToStringConverter","16 B (0%)","1 (0%)"
"sun.rmi.transport.tcp.TCPTransport$$Lambda$94.0x0000000800bbb3a8","16 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.sql.DoubleTypeDescriptor","16 B (0%)","1 (0%)"
"com.fasterxml.jackson.databind.ext.Java7SupportImpl","16 B (0%)","1 (0%)"
"org.hibernate.loader.plan.build.spi.LoadPlanTreePrinter","16 B (0%)","1 (0%)"
"org.springframework.boot.context.config.ConfigFileApplicationListener$Loader$$Lambda$179.0x0000000800c42ac0","16 B (0%)","1 (0%)"
"sun.management.jmxremote.LocalRMIServerSocketFactory","16 B (0%)","1 (0%)"
"com.fasterxml.jackson.datatype.jsr310.deser.InstantDeserializer$$Lambda$273.0x0000000800cd4170","16 B (0%)","1 (0%)"
"org.hibernate.integrator.internal.IntegratorServiceImpl","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.info.ProjectInfoAutoConfiguration","16 B (0%)","1 (0%)"
"org.springframework.boot.context.properties.source.SystemEnvironmentPropertyMapper","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.servlet.ServletWebServerFactoryConfiguration$EmbeddedTomcat","16 B (0%)","1 (0%)"
"org.hibernate.engine.jdbc.dialect.internal.DialectResolverInitiator","16 B (0%)","1 (0%)"
"org.hibernate.event.internal.DefaultPersistEventListener","16 B (0%)","1 (0%)"
"org.springframework.cglib.core.KeyFactory$1","16 B (0%)","1 (0%)"
"org.springframework.cglib.core.KeyFactory$4","16 B (0%)","1 (0%)"
"org.springframework.cglib.core.KeyFactory$2","16 B (0%)","1 (0%)"
"org.springframework.cglib.core.KeyFactory$3","16 B (0%)","1 (0%)"
"com.sun.jmx.mbeanserver.StandardMBeanIntrospector","16 B (0%)","1 (0%)"
"jdk.internal.misc.Unsafe","16 B (0%)","1 (0%)"
"com.fasterxml.jackson.datatype.jsr310.deser.key.MonthDayKeyDeserializer","16 B (0%)","1 (0%)"
"org.springframework.data.mapping.model.SimpleTypeHolder$1","16 B (0%)","1 (0%)"
"org.springframework.util.MultiValueMapAdapter$$Lambda$607.0x0000000800e5d010","16 B (0%)","1 (0%)"
"com.fasterxml.jackson.datatype.jsr310.deser.key.LocalTimeKeyDeserializer","16 B (0%)","1 (0%)"
"org.springframework.boot.rsocket.context.RSocketPortInfoApplicationContextInitializer","16 B (0%)","1 (0%)"
"jdk.internal.jimage.decompressor.Decompressor","16 B (0%)","1 (0%)"
"org.apache.logging.log4j.util.SortedArrayStringMap$1","16 B (0%)","1 (0%)"
"org.springframework.boot.context.properties.source.ConfigurationPropertyNameAliases$$Lambda$605.0x0000000800e5cbb0","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.aop.AopAutoConfiguration$AspectJAutoProxyingConfiguration$CglibAutoProxyConfiguration","16 B (0%)","1 (0%)"
"org.hibernate.persister.internal.PersisterFactoryInitiator","16 B (0%)","1 (0%)"
"org.springframework.data.repository.config.CustomRepositoryImplementationDetector$$Lambda$433.0x0000000800d9e838","16 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.sql.NVarcharTypeDescriptor","16 B (0%)","1 (0%)"
"java.lang.invoke.MemberName$Factory","16 B (0%)","1 (0%)"
"sun.rmi.runtime.RuntimeUtil","16 B (0%)","1 (0%)"
"java.lang.reflect.Executable$$Lambda$674.0x0000000800ec4c28","16 B (0%)","1 (0%)"
"ch.qos.logback.core.spi.FilterAttachableImpl","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.AutoConfigurationImportSelector$AutoConfigurationGroup$$Lambda$332.0x0000000800d28f78","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.thymeleaf.ThymeleafAutoConfiguration$ThymeleafJava8TimeDialect","16 B (0%)","1 (0%)"
"java.util.logging.Level$KnownLevel$$Lambda$60.0x0000000800b87c10","16 B (0%)","1 (0%)"
"com.fasterxml.jackson.datatype.jsr310.ser.InstantSerializer$$Lambda$279.0x0000000800cdaff0","16 B (0%)","1 (0%)"
"net.bytebuddy.implementation.bind.MethodDelegationBinder$AmbiguityResolver$Compound","16 B (0%)","1 (0%)"
"com.sun.jmx.mbeanserver.SecureClassLoaderRepository","16 B (0%)","1 (0%)"
